# S109 late move pruning census. depth is remaining depth at the
# node; move is the index of the legal move searched, from 1.
kind	depth	move	count
cutoff	1	1	230982
cutoff	1	2	113767
cutoff	1	3	81797
cutoff	1	4	55870
cutoff	1	5	33261
cutoff	1	6	17078
cutoff	1	7	8551
cutoff	1	8	5196
cutoff	1	9	4050
cutoff	1	10	2754
cutoff	1	11	2164
cutoff	1	12	1915
cutoff	1	13	1679
cutoff	1	14	1607
cutoff	1	15	1401
cutoff	1	16	1298
cutoff	1	17	1077
cutoff	1	18	1004
cutoff	1	19	917
cutoff	1	20	854
cutoff	1	21	848
cutoff	1	22	685
cutoff	1	23	635
cutoff	1	24	557
cutoff	1	25	535
cutoff	1	26	472
cutoff	1	27	393
cutoff	1	28	371
cutoff	1	29	357
cutoff	1	30	310
cutoff	1	31	270
cutoff	1	32	266
cutoff	1	33	213
cutoff	1	34	193
cutoff	1	35	148
cutoff	1	36	172
cutoff	1	37	108
cutoff	1	38	119
cutoff	1	39	96
cutoff	1	40	94
cutoff	1	41	73
cutoff	1	42	76
cutoff	1	43	54
cutoff	1	44	45
cutoff	1	45	34
cutoff	1	46	19
cutoff	1	47	24
cutoff	1	48	14
cutoff	1	49	13
cutoff	1	50	13
cutoff	1	51	9
cutoff	1	52	6
cutoff	1	53	4
cutoff	1	54	6
cutoff	1	55	2
cutoff	1	56	3
cutoff	1	57	1
cutoff	1	58	1
cutoff	1	60	1
cutoff	1	61	1
cutoff	2	1	101824
cutoff	2	2	17632
cutoff	2	3	12375
cutoff	2	4	8627
cutoff	2	5	5961
cutoff	2	6	3653
cutoff	2	7	2082
cutoff	2	8	1324
cutoff	2	9	1034
cutoff	2	10	786
cutoff	2	11	587
cutoff	2	12	532
cutoff	2	13	469
cutoff	2	14	447
cutoff	2	15	410
cutoff	2	16	364
cutoff	2	17	315
cutoff	2	18	285
cutoff	2	19	245
cutoff	2	20	203
cutoff	2	21	198
cutoff	2	22	174
cutoff	2	23	183
cutoff	2	24	144
cutoff	2	25	121
cutoff	2	26	120
cutoff	2	27	127
cutoff	2	28	110
cutoff	2	29	105
cutoff	2	30	91
cutoff	2	31	72
cutoff	2	32	83
cutoff	2	33	70
cutoff	2	34	58
cutoff	2	35	49
cutoff	2	36	56
cutoff	2	37	43
cutoff	2	38	33
cutoff	2	39	16
cutoff	2	40	29
cutoff	2	41	26
cutoff	2	42	21
cutoff	2	43	14
cutoff	2	44	23
cutoff	2	45	7
cutoff	2	46	6
cutoff	2	47	7
cutoff	2	48	5
cutoff	2	49	1
cutoff	2	50	3
cutoff	2	51	3
cutoff	2	52	4
cutoff	2	54	1
cutoff	2	55	1
cutoff	2	56	1
cutoff	3	1	69513
cutoff	3	2	6764
cutoff	3	3	5011
cutoff	3	4	2401
cutoff	3	5	1785
cutoff	3	6	1138
cutoff	3	7	764
cutoff	3	8	407
cutoff	3	9	332
cutoff	3	10	236
cutoff	3	11	198
cutoff	3	12	162
cutoff	3	13	162
cutoff	3	14	151
cutoff	3	15	147
cutoff	3	16	114
cutoff	3	17	112
cutoff	3	18	73
cutoff	3	19	73
cutoff	3	20	78
cutoff	3	21	63
cutoff	3	22	70
cutoff	3	23	59
cutoff	3	24	60
cutoff	3	25	38
cutoff	3	26	40
cutoff	3	27	42
cutoff	3	28	35
cutoff	3	29	23
cutoff	3	30	25
cutoff	3	31	26
cutoff	3	32	20
cutoff	3	33	15
cutoff	3	34	21
cutoff	3	35	16
cutoff	3	36	12
cutoff	3	37	6
cutoff	3	38	10
cutoff	3	39	13
cutoff	3	40	20
cutoff	3	41	1
cutoff	3	42	11
cutoff	3	43	5
cutoff	3	44	4
cutoff	3	45	5
cutoff	3	46	4
cutoff	3	47	4
cutoff	3	48	2
cutoff	3	49	2
cutoff	3	50	1
cutoff	3	51	1
cutoff	3	52	2
cutoff	3	59	1
cutoff	4	1	33439
cutoff	4	2	2465
cutoff	4	3	1938
cutoff	4	4	1373
cutoff	4	5	1020
cutoff	4	6	746
cutoff	4	7	230
cutoff	4	8	133
cutoff	4	9	93
cutoff	4	10	89
cutoff	4	11	62
cutoff	4	12	51
cutoff	4	13	52
cutoff	4	14	53
cutoff	4	15	38
cutoff	4	16	46
cutoff	4	17	27
cutoff	4	18	21
cutoff	4	19	27
cutoff	4	20	21
cutoff	4	21	27
cutoff	4	22	28
cutoff	4	23	21
cutoff	4	24	17
cutoff	4	25	18
cutoff	4	26	11
cutoff	4	27	12
cutoff	4	28	15
cutoff	4	29	13
cutoff	4	30	8
cutoff	4	31	10
cutoff	4	32	4
cutoff	4	33	11
cutoff	4	34	7
cutoff	4	35	5
cutoff	4	36	9
cutoff	4	37	6
cutoff	4	38	4
cutoff	4	40	5
cutoff	4	41	4
cutoff	4	42	3
cutoff	4	43	1
cutoff	4	44	2
cutoff	4	45	2
cutoff	4	46	1
cutoff	4	47	1
cutoff	4	50	1
cutoff	4	51	1
cutoff	4	52	1
cutoff	5	1	16636
cutoff	5	2	723
cutoff	5	3	642
cutoff	5	4	362
cutoff	5	5	297
cutoff	5	6	265
cutoff	5	7	168
cutoff	5	8	129
cutoff	5	9	83
cutoff	5	10	59
cutoff	5	11	47
cutoff	5	12	40
cutoff	5	13	24
cutoff	5	14	49
cutoff	5	15	30
cutoff	5	16	28
cutoff	5	17	8
cutoff	5	18	11
cutoff	5	19	6
cutoff	5	20	9
cutoff	5	21	9
cutoff	5	22	11
cutoff	5	23	6
cutoff	5	24	5
cutoff	5	25	5
cutoff	5	26	3
cutoff	5	27	4
cutoff	5	28	7
cutoff	5	29	2
cutoff	5	31	3
cutoff	5	32	1
