# S222 phase-three census: the one-ply continuation table's use on the FITTED
# build, taken so the shares stand beside S024's 97.56 / 96.19 / 27.14 %, with
# a same-tree control at the incumbent vector so the movement is attributed
# rather than explained.
#
# WHAT THIS IS. `adocs/data/S024_census_run.py run <engine>` over the same 400
# positions of `adocs/data/S024_census_positions.txt` -- one per game from
# `adocs/data/S219_aa_calibration.pgn`, `random.Random(24)` shuffle, each
# game's own midpoint ply -- at depth 10, Hash 16, `ucinewgame` between
# positions, driven through one persistent UCI process. The script is S024's
# unchanged; only the binary under it is new.
#
# THE BINARY. S222's fitted `src/search_params.hpp` -- the SPSA lane of
# 2026-09-14, `adocs/data/S222_spsa_trajectory.tsv` -- with S024's five
# throwaway counters patched back in. Built in a detached worktree at
# `bdd82cc` (S222 phase two's tree) with the fitted header copied in and the
# five counters added; `cmake -DCMAKE_BUILD_TYPE=Release`, its own `build/`,
# the real tree's never touched, the worktree removed after the run. The
# instrumentation is not in the shipping engine and never was: an
# `info string cont_hist_census` line is not on the UCI surface
# `tests/test_uci_surface.cpp` guards. The exact diff is at the bottom of this
# file, so the run is reproducible without it having to exist in the tree.
#
# THE CONTROL, AND WHY IT IS HERE. Held against S024 alone the non-zero share
# fell eight points, and the obvious reading -- that the fitted scale writes a
# thinner table -- is an argument and not a measurement. So the same
# instrumented binary was rebuilt with `bdd82cc`'s own incumbent
# `search_params.hpp` and the same 400 positions re-run, which separates the
# vector from the tree: S109's pruning block and S091's capture rules landed
# between S024's census and this one, and the tree here is a third of the size
# (30.5 M nodes against 112.6 M over the same positions). Both summaries are
# below. **The fit is not what moved it**: at the incumbent vector on this tree
# the non-zero share is 18.94 %, at the fitted vector 19.15 %, so the fitted
# vector reads a non-zero entry slightly **more** often, by 0.21 points, and
# the whole of the eight-point fall belongs to the smaller tree.
#
# THE READING, beside S024's. Writes that have a previous move to index
# 96.62 % against 97.56 %; quiet `score_move()` evaluations that consult the
# continuation term 95.15 % against 96.19 %; of those, the share reading a
# non-zero entry 19.15 % against 27.14 %, of which none is the fit's doing per
# the control above. The first two are the same profile S024 measured and the
# small remainder is still exactly the root ply and the node after a null
# move; the per-position spread is 2.04 % to 38.88 %, median 17.12 %, so no
# handful of positions carries the average. What this census can say is what
# S024's said: the table is consulted on nearly every quiet score and returns
# a real number on a substantial share of those, so a verdict on the fitted
# vector is not a verdict on inert wiring. It is not a strength measurement
# and nothing here reads it as one (DEC-019); `adocs/data/S222_sprt.sh`
# decides the step.
#
# SUMMARY, FITTED VECTOR, as the script printed it:
#
#   positions: 400
#   total nodes: 30474552
#   wall time: 9.2 s
#   writes_total: 1004818  writes_with_prev: 970896  share: 96.6241%
#   reads_total: 60674017  reads_with_prev: 57733854  share: 95.1542%
#   reads_nonzero: 11055397  of reads_with_prev: 57733854  share: 19.1489%
#   per-position reads_nonzero/reads_with_prev share: min 2.0426%  median 17.1180%  max 38.8845%
#
#   S024-CENSUS-DONE
#
# SUMMARY, INCUMBENT VECTOR, same binary rebuilt with `bdd82cc`'s own
# `src/search_params.hpp`, same 400 positions, same depth and hash:
#
#   positions: 400
#   total nodes: 30507851
#   wall time: 9.2 s
#   writes_total: 997285  writes_with_prev: 963962  share: 96.6586%
#   reads_total: 60176212  reads_with_prev: 57253220  share: 95.1426%
#   reads_nonzero: 10845052  of reads_with_prev: 57253220  share: 18.9423%
#   per-position reads_nonzero/reads_with_prev share: min 2.2590%  median 17.0027%  max 37.8323%
#
#   S024-CENSUS-DONE
#
# Rows of the FITTED run, one per position, from the S024 script above:
#   ~/.venv/chess/bin/python adocs/data/S024_census_run.py run <engine>
# One row per adocs/data/S024_census_positions.txt entry, depth 10, Hash 16 MB, ucinewgame between positions.
# writes = calls of history_on_quiet_cutoff(); writes_with_prev = those with prev_move != 0.
# reads = quiet-move score_move() evaluations; reads_with_prev = those where the continuation term is consulted; reads_nonzero = those where it is non-zero.
idx	game_index	ply	fen	nodes	elapsed_s	writes_total	writes_with_prev	reads_total	reads_with_prev	reads_nonzero
257	377	52	r5k1/5pp1/2R1p3/1p1r1nN1/1P1p1P1p/P7/5BPP/R5K1 w - - 0 30	119638	0.036218881607055664	4886	4642	244702	225423	41603
258	120	91	r6r/1b1n1pk1/1p1p2p1/2p1p1q1/2P1P3/P2P3R/5PB1/1RBQ2K1 b - - 9 49	34436	0.011144876480102539	784	714	82340	72980	5765
259	954	38	3r1rk1/2p1qpp1/B1p4p/2Pppb2/Pb1P4/1Pn1P3/1B3PPP/2RQ1RK1 w - - 0 23	33349	0.009177923202514648	667	666	59640	56045	6886
260	834	45	r2b2k1/5ppp/p3p3/4N3/P2BnP2/2r3P1/1R5P/5RK1 b - - 1 26	44624	0.013854742050170898	931	901	86894	81239	9102
261	734	37	1r2r1k1/1p3p1p/p5pb/4P3/1pP1P1b1/3Rq1P1/PPQ1NRBP/6K1 b - - 1 22	91072	0.029257535934448242	2120	2048	188505	181710	32180
262	197	53	3r3k/8/p2NB1p1/1pp1n3/2Pb4/P2Pq1P1/6QP/5R1K b - - 2 30	106826	0.03304123878479004	2554	2527	208831	201986	38745
263	143	135	8/4qp2/6k1/6p1/3p2P1/bQ1P4/Bp3PK1/8 b - - 33 71	53471	0.012801885604858398	1744	1638	68050	63066	10162
264	104	42	r2q2k1/5pp1/pp1Nr2p/3Q3P/2p1NPn1/P3P3/1b4P1/3R2KR w - - 1 25	79139	0.025940895080566406	547	500	140467	131080	5693
265	996	46	5rk1/1p2ppbp/p5p1/P7/2R5/3r3P/1P1BNPP1/n2R2K1 w - - 2 27	54845	0.01797175407409668	1293	1192	130550	120419	12763
266	852	24	2krr3/ppp2pbp/4bpp1/7q/1P6/P1NP1N1P/2P1QPP1/R5KR w - - 1 16	219765	0.07219386100769043	6841	6460	538635	516267	122352
267	221	43	r1b2rk1/1pnq1ppp/8/2R5/1P1NQ3/p7/P2B2PP/4R1K1 b - - 4 25	115060	0.03973078727722168	2951	2875	284126	275374	48830
268	361	50	r5k1/p1p2pp1/3b1n1p/n2pNR2/1p1P4/1PB3P1/P4P1P/2R3K1 w - - 0 29	58548	0.01967763900756836	1288	1225	105939	98692	12136
269	46	76	8/R1R2ppk/8/7p/5r2/2P2P2/2r3P1/6K1 w - - 2 42	47899	0.012359142303466797	2370	2276	92485	88449	19503
270	857	25	r1bqk1r1/1p3p1p/2n1pnpQ/p7/3p4/1P3N1P/PBP1BPP1/R4RK1 b q - 1 16	100054	0.030870676040649414	1888	1731	182456	171897	28002
271	403	42	1r2r1k1/3b1p1p/ppqp2p1/2p1b3/1PPpPB2/P2P1B1P/3Q1PP1/1R2R1K1 w - - 0 25	204894	0.06129884719848633	4743	4458	433996	415572	75133
272	169	58	2q3r1/k2r1pQ1/1p4p1/3pP1B1/2nP4/P5P1/7P/4RRK1 w - - 8 33	79111	0.02063465118408203	1995	1888	142930	136172	24649
273	135	36	r3r1k1/1b3p2/pp1q3p/3p1npN/P7/3P2P1/2P1QPBP/1R2R1K1 w - - 2 22	33323	0.009630203247070312	581	570	63771	56943	3626
274	337	35	r4rk1/4bppp/1p1qpn2/pp6/3P1P2/P2NP3/3BQ1PP/1R3RK1 b - - 1 21	129902	0.038786888122558594	3852	3728	328670	314456	50327
275	952	41	3r2k1/1pq2pp1/pN2b2p/P1p3r1/8/1P1P2P1/2P1QP1P/R3R1K1 b - - 6 24	92336	0.026563644409179688	3585	3486	247702	238016	41793
276	216	64	5r2/2k3p1/1p2p2p/2p2n1P/2P1p1B1/P1R1P3/4K1P1/8 w - - 16 36	69605	0.014258384704589844	3770	3686	114134	111407	28162
277	690	63	8/r4pp1/p1p3k1/P2nP2p/2R1NP2/6K1/1P5P/8 b - - 2 35	33584	0.007260560989379883	1212	1155	45859	42463	5971
278	54	40	1k1rr3/1p3ppp/p7/2pn4/P2Pq3/1Pb1PN2/RB3PPP/3Q1RK1 w - - 4 24	128518	0.038811683654785156	1597	1540	224649	218366	24008
279	350	54	5rk1/6np/pq2p3/2pbp3/6Q1/1P5P/3N1PB1/3R2K1 w - - 0 31	130002	0.0359957218170166	2778	2692	230184	223703	32146
280	213	48	6k1/4p2p/5bp1/2P2p2/2r5/3R3P/2PR3P/6K1 w - - 0 28	56335	0.01353764533996582	2613	2480	112052	105322	18669
281	914	32	1r3rk1/pQp2p1p/6p1/4b2b/2P4q/P2B3P/1P2NPP1/R3R1K1 w - - 1 20	73201	0.024797439575195312	1079	1032	129616	122859	15094
282	877	38	r3r1k1/3n1pp1/1pp1p1np/p2qP3/P1NP2PP/2Q2NB1/1P3P2/4R1K1 w - - 3 23	63038	0.020663976669311523	1168	1135	116240	108925	9727
283	395	99	8/8/4kpp1/7p/7P/B1bp1P2/6P1/3K4 b - - 4 53	26844	0.005533933639526367	1557	1490	37235	35249	7520
284	995	45	4r1k1/1p1r1pbp/pR3np1/P2pp3/3P3q/2N1Q2P/1PP2PP1/3R1BK1 b - - 1 26	78592	0.027161121368408203	1088	1048	154083	148026	16583
285	955	33	q1b2rk1/P1p2pp1/5n1p/2bp4/R6N/1PP1P2P/3NBPP1/2B2RK1 b - - 2 20	35272	0.011729955673217773	876	853	86166	78956	11612
286	594	41	r4r1k/pb5p/1p6/2b1R3/2Pp4/3P4/PB3PPP/5RK1 b - - 0 24	55229	0.01683211326599121	2011	1977	117839	111578	28887
287	354	44	2r1r1k1/5ppp/1p4q1/pP1np3/P1PpN3/R2P1P2/2Q3PP/4R1K1 w - - 3 26	49392	0.015360832214355469	1715	1642	124174	115516	15031
288	909	100	8/8/1b6/1P5p/P4kp1/3B4/4K2P/8 w - - 1 54	60255	0.011142969131469727	3974	3850	90793	87175	25062
289	752	67	5b2/R4kp1/4bp1p/2pp4/4n2N/8/5PPP/B5K1 b - - 5 37	43737	0.01109170913696289	1794	1753	73739	72051	15638
290	357	22	r4rk1/1bp1qpbp/pp2p1p1/n2pPn2/3P1B2/PPN2N2/2PQBPPP/R3R1K1 w - - 3 15	27567	0.009783267974853516	728	702	73294	66231	5354
291	6	43	2r3kr/p5p1/5n2/3p3p/2qN1Pn1/P1B1PQ2/1PP5/2KR3R b - - 0 25	61638	0.019939184188842773	1222	1198	107386	100767	9553
292	57	56	6k1/1p3ppp/2p1n3/r3B3/7P/2P2PP1/2PK4/3R4 w - - 3 32	70220	0.01728057861328125	4359	4247	154529	149745	38082
293	78	74	8/1R6/p5k1/3p1p2/3P3p/2b4P/6P1/6K1 w - - 1 41	15425	0.0029523372650146484	755	739	23582	21534	2518
294	452	35	r4rk1/1b1q2bp/4ppp1/Rp6/NPpPpPN1/4P3/1BPQ2PP/5RK1 b - - 0 21	47467	0.01374673843383789	978	963	83711	78701	9299
295	833	128	8/8/4k1pp/1p6/p1p3PP/P1P1r3/1P3R1K/8 w - - 1 68	39385	0.008363485336303711	1994	1941	52249	50242	11487
296	816	48	r5k1/p1R2p1p/1p2p3/1Pb5/7R/4P1P1/P2n1K1P/8 w - - 1 28	81594	0.020891189575195312	2449	2389	119766	114699	22371
297	293	28	r3r1k1/1pq2ppp/p1n2n2/2p5/2Pp2b1/N2P1NP1/PP1QBP1P/R3R1K1 w - - 5 18	71526	0.022254467010498047	1470	1442	145056	138758	19052
298	553	50	1r3r1k/p2q1pb1/2p4p/4P2p/P2B4/2Q4P/1P2N1P1/R5K1 w - - 3 29	232050	0.06875967979431152	4154	3960	354925	341705	70239
299	45	77	8/4kpp1/p3r2p/1p1p4/4n1P1/2P2K1P/1P6/R4B2 b - - 8 42	97593	0.024616003036499023	4989	4861	171493	164172	36975
300	229	38	1k2r3/pppq1p1Q/3b3p/5p2/1P6/P4BP1/5PKP/2R5 w - - 0 23	128218	0.04028725624084473	2742	2636	255667	243919	54416
301	562	75	3r2k1/5pp1/8/1Nn1p2p/P3N2P/5PP1/2n3K1/1R6 b - - 4 41	94266	0.022516965866088867	4087	4007	180479	172871	40351
302	858	28	rnb1k1r1/1p2q1bp/6p1/4pp2/P1Ppn3/1N1B1N1P/PBQ2PP1/R4RK1 w q - 2 18	197402	0.061637163162231445	2921	2789	375377	358541	56363
303	364	64	4r1k1/5ppp/p7/4P3/4Q3/1P4P1/P4P1P/3qB1K1 w - - 5 36	68189	0.016449451446533203	2528	2410	142835	137262	25715
304	694	92	1r3r2/4k3/1p1p3p/pRpPp1pP/P3P1P1/5P2/1P3K2/2R5 w - - 7 50	69270	0.01478719711303711	4326	4153	127164	121666	36316
305	119	61	2N3k1/6pp/p1b2p2/2p5/2P4P/3K2P1/P4P2/8 b - - 2 34	19348	0.0036504268646240234	1255	1171	33070	30185	4925
306	726	36	3r1rk1/2q1bppp/p1p5/2P1pP1b/N3Q3/2B5/PP4PP/2R2R1K w - - 1 22	69870	0.019626855850219727	1606	1589	149316	141868	23443
307	424	102	4rR2/3bP3/8/8/1B2p2p/4P2k/3K4/8 w - - 6 55	34594	0.007032155990600586	1697	1667	54182	50528	9053
308	921	45	1r2r1k1/1q2bp1p/p5p1/3b4/2pB1Pn1/P1P3NP/BP1Q2P1/3RR1K1 b - - 0 26	53928	0.01641106605529785	711	662	103046	86873	6901
309	672	69	8/6pp/4p2k/rB2P3/pR5P/Pb2P3/5PK1/8 b - - 6 38	72969	0.016108989715576172	3200	3139	98809	96250	26728
310	997	102	r4k2/1b3p1B/2p1p2p/1p2P2P/r2P4/P1R3R1/3K4/8 w - - 8 55	29653	0.006509065628051758	756	702	47456	40033	4007
311	484	35	r1br2k1/1p5p/2p3p1/p4p2/4P3/PR4P1/5PBP/1R4K1 b - - 0 21	98460	0.026400327682495117	4084	3980	217628	210318	50939
312	721	49	2rn2k1/1p2b3/pB4pp/4p3/1P1pP3/P2P4/4N1PP/2R3K1 b - - 2 28	47922	0.01111292839050293	2685	2638	90700	87456	20216
313	5	40	1r1q2k1/1pbn1pp1/pr5p/7Q/1P1PP3/5P2/P2BN1P1/2R1K2R w - - 0 24	203879	0.0667107105255127	5692	5475	467200	451451	103706
314	147	45	2rq1rk1/3n1ppp/np2p3/p2pP3/BP1N1Q2/P1P2P1P/6P1/2R1R1K1 b - - 0 26	181610	0.05455517768859863	2939	2855	251848	245710	55801
315	48	29	1n3rk1/1rq2pp1/2pb3p/2Pp1p2/P2Pn3/4PN2/2QN1PPP/1R3RK1 b - - 0 18	42260	0.013106107711791992	520	507	78727	70732	3923
316	653	54	2r1br2/2p3k1/p3p2p/1p1pPpp1/8/P1P1P1PP/1P2BP2/R2R2K1 w - - 5 31	81600	0.022780179977416992	6310	6101	250106	240887	63727
317	878	47	2rr2k1/1p1q1ppp/1bb1p3/p3P3/P1RP1P2/3B1N2/1P4PP/2R2Q1K b - - 8 27	57346	0.01635885238647461	1042	1018	92317	88329	7352
318	844	53	2r2b1k/1p5p/p3p1p1/P3P3/2n1P3/2BP1N2/6PP/1R5K b - - 0 30	32651	0.0077419281005859375	1004	963	54740	49386	6944
319	523	44	4k3/ppr1pp2/6p1/4p3/1P2n3/P3P1P1/3NKPb1/R1B5 w - - 1 26	44991	0.010894298553466797	2038	1999	86043	83277	16009
320	804	46	3r1rk1/qpp1n2p/p4bp1/2PpN1N1/1P1P1P1n/P7/1B4QP/4RR1K w - - 4 27	48328	0.0151519775390625	1397	1378	107398	99526	11927
321	657	149	B7/3b4/8/8/5k1p/6p1/6P1/5K2 b - - 43 78	26971	0.0049703121185302734	2289	2246	40332	38524	8936
322	799	117	k7/6R1/3B2p1/1p4P1/2b5/2r5/8/1K6 b - - 0 62	79085	0.018678665161132812	5677	5584	162055	158330	54316
323	85	63	2r4k/1p2p3/p2p3p/3PnR1P/2p1P1r1/P1N1R1p1/1PP3P1/6K1 b - - 1 35	47262	0.012685060501098633	1629	1561	86914	81877	14639
324	766	38	r5k1/1b3pp1/pPp4p/1p4r1/3pPq2/P2B2P1/1PQ2P1P/R4RK1 w - - 1 23	167915	0.05312013626098633	5756	5595	365777	356267	101767
325	568	48	4r1kr/1p3p2/pq1b2p1/2pP1pP1/Pn3P2/1P2P2P/3QN1B1/R3R1K1 w - - 1 28	328323	0.10733485221862793	8900	8568	663124	641112	141857
326	755	59	r3r1k1/1p1b1pp1/pq1p1n1p/1P2pP2/P1PpP3/1Q1Pb1PP/1BN1B1K1/R4R2 b - - 12 33	104638	0.03468656539916992	2192	2111	217120	204992	26310
327	674	35	r3r1k1/pp1bbp2/5npB/6N1/3RP2P/5Q1P/q4PB1/5RK1 b - - 0 21	133077	0.04344367980957031	2801	2660	267944	255562	53617
328	518	29	r1b1k2r/2pqn1p1/p7/np2N1Pp/3pN3/P2P2P1/1PQ1P3/2R1KB1R b Kkq - 2 18	39487	0.011885643005371094	660	596	80752	75203	9641
329	325	86	R7/5ppk/pr5p/1p6/1P1N1bP1/P2b1P1P/1B3K2/8 w - - 11 47	105310	0.026048660278320312	4610	4485	213868	206997	54740
330	612	54	3r4/2p3pk/R1n2r1p/1p1ppb2/1P2p3/2B1P1PP/2P2PB1/3R2K1 w - - 2 31	33456	0.008757352828979492	599	589	55732	50355	1310
331	538	31	r1b2r1k/4q1p1/p1n1pn1p/3pp3/R7/1NP1P2N/1P2B1PP/3Q1RK1 b - - 0 19	83320	0.024502277374267578	2863	2816	227869	218005	48523
332	238	49	r1r5/3R2pk/4pp1p/p1Bp4/3Pn3/3NPKP1/PP3P1b/R7 b - - 7 28	117146	0.03069758415222168	2855	2725	213156	204932	28633
333	446	37	3r3k/1pq3pp/p1n1p1b1/3p4/1PPPpr2/P3N2P/1B2B1K1/R2Q1R2 b - - 1 22	173834	0.05424094200134277	2568	2388	379202	366244	37286
334	396	56	r4rk1/1p4p1/pPp1pbqp/2Pp1p1b/P2P1P2/4P1P1/1BQ3BP/R3R1K1 w - - 3 32	80114	0.021645784378051758	5998	5825	283872	272898	57917
335	968	93	8/R4p2/4p2k/4P1Pp/8/6PK/4r3/8 b - - 0 50	17574	0.0031633377075195312	573	562	18581	18061	2714
336	436	74	8/5kp1/1p3p2/3pn2p/1P1N3P/3nPP2/4K1P1/4B3 w - - 1 41	49379	0.009423494338989258	1716	1682	56998	54690	12878
337	692	87	8/5pk1/6pp/3r4/1R5P/5PK1/5P2/8 b - - 0 47	36029	0.006801128387451172	2698	2643	71610	68890	11771
338	27	70	3Q1bk1/5p1p/p5p1/1b6/3pB3/2qP3P/5PP1/1R4K1 w - - 4 39	65873	0.017529010772705078	1684	1624	131183	124289	23069
339	455	46	r1r1b1k1/2p1q1bp/1p3np1/5p2/p2PP3/P2Q1NN1/1P1B3P/2R2RK1 w - - 0 27	105749	0.029947996139526367	1315	1295	149602	137282	16847
340	929	43	r2r3k/1p4p1/p7/B2nbB2/8/P2p2N1/1P3PPP/3R2K1 b - - 7 25	45100	0.011900186538696289	854	803	86697	80380	6289
341	188	48	5rk1/5pp1/1p1p3p/p2P4/R3Q3/b1P2BP1/5PKP/q7 w - - 0 28	63876	0.018284082412719727	2716	2555	159628	149671	19577
342	362	20	r3k2r/pp1qbp2/2n2np1/2p5/P4N1p/4N1P1/1PPP1P1P/R1BQK2R w KQkq - 2 14	175378	0.050744056701660156	5542	5294	426455	410305	103111
343	683	52	2k2b1r/5ppp/p1p3n1/1p3N2/8/1n4BP/3R1PP1/R5K1 w - - 1 30	38550	0.009691238403320312	1138	1098	69683	61801	9988
344	137	58	8/2p2rk1/ppQ1pq1p/P3R3/3P1p2/2P3P1/7P/6K1 w - - 0 33	104181	0.024965286254882812	2204	2174	152756	138183	15450
345	321	41	r2r2k1/2q2ppp/p1p4n/4pPN1/1b2P3/P2bBQ1P/1P1N2P1/R3R1K1 b - - 0 24	64035	0.019577980041503906	1524	1465	136688	124042	28059
346	560	119	8/8/4R3/r5p1/3k1p1p/5P1P/6K1/8 b - - 13 63	41939	0.007570981979370117	3944	3862	87110	84099	25249
347	468	50	5r2/2pQ1p1p/6pk/qp2P3/1b1P4/4N3/5PPP/1R4K1 w - - 0 29	127895	0.03577089309692383	3869	3726	242502	231346	46006
348	654	44	1r3rk1/5ppp/3p1b2/p1pP4/2B2P2/1P3P1P/P7/3RR1K1 w - - 0 26	93323	0.023937225341796875	6288	6154	264275	256611	99782
349	417	27	r1b2rk1/1p2n1pp/1q2p3/p2pNn2/P2p1B1b/N1PB3P/1PQ2PP1/R3R1K1 b - - 1 17	174385	0.057276248931884766	1990	1941	267218	260644	47495
350	43	62	5k2/5ppp/p3p3/1p1b2P1/1P1P4/P3R3/2r1BPPK/8 w - - 5 35	40744	0.009951353073120117	1313	1259	64511	59985	12912
351	963	39	3rrk2/pp3pp1/1n1p3b/3Ppq2/4N3/PP1QP1R1/1B3P2/1K5R b - - 0 23	31540	0.00959157943725586	925	886	83928	76692	10756
352	899	84	4r3/1b1q1p1k/p2P1np1/1p5p/1P3bPN/P1NQ1P1P/3R1B2/6K1 w - - 2 46	153242	0.043245553970336914	1441	1352	225552	210382	24160
353	40	53	2Q2r1k/p2Pq1p1/4Bb1p/8/8/r4N2/5PPP/2R3K1 b - - 6 30	143147	0.0330812931060791	3446	3346	229594	220628	36504
354	826	31	3r2kr/pp2qppp/2p3b1/3p4/1P1NnQ2/P2BPP2/2P3PP/R3R1K1 b - - 0 19	48756	0.014203071594238281	1105	1030	107673	98821	7145
355	11	46	2r3kr/1b1p2pp/p3p3/RpPn1p2/3Pn2q/3NP2P/1Q1NBPP1/R5K1 w - - 15 27	66180	0.021183252334594727	1277	1220	158182	147819	8611
356	948	112	8/5p2/2R5/7k/p6P/7K/8/r7 w - - 2 60	39364	0.007106304168701172	3677	3601	73583	70965	17404
357	900	54	6k1/p4p2/4p2p/6pB/r3P3/P5P1/2N4P/5K2 w - - 5 31	72856	0.014401435852050781	4484	4333	137405	131674	36237
358	986	49	2r3k1/1p3pp1/p2nq2p/3p4/1PrB1R2/P2QP3/2P3PP/2R4K b - - 3 28	146758	0.041921138763427734	5117	5031	330318	320877	95334
359	79	60	4r3/pp4pk/1q6/2p1bp1P/3r4/P2P3R/1PPN4/1KQ1R3 w - - 2 34	62094	0.017200469970703125	1143	1113	125075	120187	13831
360	574	67	1r2q3/7k/p1pN1b2/6p1/2pPQ3/6P1/PP1R3P/6K1 b - - 4 37	22962	0.0046083927154541016	905	899	32608	31742	5305
361	55	57	8/kpp1b3/p7/3P1R2/Pn1P2r1/2N5/1P6/2K2B2 b - - 10 32	57141	0.01452016830444336	1951	1909	90162	85426	14235
362	860	40	2k1r3/1pbq1ppp/8/2Q5/1P2pB2/2P3P1/P4P1P/5RK1 w - - 0 24	78238	0.024855613708496094	2445	2345	161948	154922	28833
363	911	72	4q1k1/6p1/p1p4p/2P2Q2/1P4P1/P6K/7P/8 w - - 3 40	32722	0.006730556488037109	1608	1542	49177	45886	7713
364	133	29	r4rk1/5pp1/1qnb1n2/3p4/Rp1Pp2P/2P1P1N1/1P2NPP1/2BQK2R b K - 0 18	209712	0.07127165794372559	4632	4451	379210	365293	66743
365	919	44	2r3k1/1p4pp/p3b3/4p3/6PN/P7/1PPK1rB1/R3R3 w - - 1 26	55673	0.015851736068725586	1333	1317	83820	82460	12556
366	307	63	8/4p2p/p3pkpB/3n4/PR6/3P1P2/5K1P/8 b - - 0 35	13170	0.0026018619537353516	758	741	16292	15216	2360
367	476	58	2r5/5k2/p3pb2/2pr4/2N3p1/1PK1B3/P4PP1/7R w - - 6 33	28061	0.008217096328735352	1068	1041	62810	61531	10726
368	81	30	r2q4/3bbkp1/2n1p3/p1ppP3/1p5n/P1PP2B1/1PQN1PP1/1K1R3R w - - 0 19	105593	0.030904293060302734	1305	1239	146281	136105	11692
369	465	46	r2r4/pp3Npk/5b2/nNp5/P1P1R3/8/1P3PPP/R5K1 w - - 4 27	94887	0.030926942825317383	3094	3075	199421	184742	35622
370	217	52	3r1rk1/5pp1/p1p4p/8/1P2N3/3Pn1P1/3R3P/5R1K w - - 2 30	52747	0.013273239135742188	1270	1213	91763	86034	17184
371	469	21	r2qkb1r/ppp2p2/2n1pn2/3p1b2/3P2N1/4P1B1/PPPNBPP1/R2Q1RK1 b kq - 0 14	136334	0.044091224670410156	3237	3164	286759	276574	39661
372	201	26	r1br2k1/1pq1bp2/p1n2p2/2p1p1N1/P2pP3/2PP3P/1P3PB1/R1BQ1RK1 w - - 0 17	68972	0.01930069923400879	1618	1567	111460	104583	14636
373	36	81	8/6R1/p4p2/7k/1B2Pb2/r4P2/4KP2/8 b - - 3 44	37945	0.008803844451904297	2371	2308	76950	73809	14152
374	992	38	r2r2k1/q2bb1p1/p1n1p2p/1p1p1pP1/3P3P/P2QPN2/3B1PB1/1R2R1K1 w - f6 0 23	169855	0.056233882904052734	6434	6252	435886	423372	96548
375	23	91	8/5pB1/2k1p1p1/1pPbP3/1P1Pp3/4K1P1/6P1/8 b - - 14 49	13560	0.0024907588958740234	1002	956	18843	17691	3875
376	151	34	3r1rk1/2p4p/b3N1pb/2p2n2/pPq5/P4N2/1BP2PPP/RQ2R1K1 w - - 0 21	64792	0.023425817489624023	983	955	141028	133633	12117
377	810	62	1r1r2k1/p4p1p/P5p1/2p2pb1/B1p5/2N2K1P/RP6/3R4 w - - 0 35	97204	0.024944782257080078	4344	4191	197758	188786	49495
378	630	74	2r5/4Bp2/ppk1p1p1/3bP2p/PPp2P1P/2P5/5KP1/4R3 w - - 15 41	36203	0.008322000503540039	1690	1630	68203	63859	10791
379	673	108	8/8/8/3k4/RK6/N7/8/2r5 w - - 3 58	43954	0.008639335632324219	4362	4321	102068	100369	32920
380	750	65	k7/pb2q1rp/2R2Q2/3p1pp1/P3p3/8/1P3PPP/4R1K1 b - - 0 36	33848	0.007929086685180664	1258	1232	65727	61584	5123
381	360	114	8/8/6k1/1R5p/4K3/6P1/8/2b5 w - - 13 61	35558	0.00681757926940918	3087	3023	63894	61388	17177
382	232	61	3r2k1/5pb1/1pq2p2/p1p3pP/2Q5/P3B3/1P3PP1/4R1K1 b - - 3 34	75976	0.020838260650634766	2091	2062	158908	153150	24080
383	220	36	r5k1/1p3rp1/pnn4p/3q4/1P1pN1b1/3PQNP1/5PBP/R4RK1 w - - 2 22	61689	0.017311573028564453	666	530	107630	100021	8174
384	811	21	r4rk1/p1qnbppp/1p2pn2/1P6/3p4/4PNP1/PB2QPBP/R4RK1 b - - 0 14	105788	0.03257322311401367	3063	2955	270275	255328	47449
385	573	63	r3r3/1p1q2pk/2p4p/2Pp1N2/1b3P2/3QP3/6PP/3R1RK1 b - - 0 35	69787	0.020424365997314453	1642	1598	156609	148120	18211
386	210	62	2r5/3kp3/b3p3/3pP3/PR3B1P/5r2/1K5P/7R w - - 5 35	78719	0.018396615982055664	4133	4035	172450	166760	46112
387	856	104	8/5pk1/2q2npp/pp1p4/3RrN2/P1P1P2P/1P3PP1/3Q2K1 w - - 20 56	76152	0.020219087600708008	2085	2003	152083	142364	14795
388	605	47	2r1r1k1/2pbnpb1/ppn3p1/6Np/N2pPP2/PB1P3P/1P1B2P1/1R2R1K1 b - - 3 27	38224	0.009567499160766602	521	506	48584	44682	3084
389	475	40	5rk1/5pp1/p1b4p/1p2P3/2P1N3/2RK1N2/Pb3PPP/8 w - - 3 24	45373	0.00989079475402832	615	571	55781	50099	3800
390	41	93	8/4R3/8/3k4/5Pp1/1r4P1/5K2/8 b - - 3 50	44254	0.00812840461730957	3231	3182	72774	70686	18481
391	163	34	r5kr/1pp1qp1b/p1nb1p1p/4p3/4P1PB/P4N1P/KPB1QP2/3R3R w - - 2 21	152375	0.04603695869445801	5678	5402	377838	358382	69497
392	637	30	r4rk1/p1qb1pp1/3p3p/1p2p3/2pPPn2/PBP2N1P/1P1Q1PP1/R4RK1 w - - 0 19	79692	0.022885560989379883	1751	1718	154640	148422	22616
393	241	51	3R2k1/pp3p1p/2p3p1/8/4bPP1/4r2P/PP6/5BK1 b - - 1 29	32931	0.007801055908203125	908	876	48770	47064	5006
